"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"클래식","마포구","[마포문화재단] 제9회 M 클래식 축제 모던가곡 Ⅲ","2024-11-26~2024-11-26","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능(미취학아동입장불가)","전석 10,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2398&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d74ba2de6e9c4141a525f14efc0b6225&thumb=Y","2024-10-03","기관","2024-11-26 00:00:00.0","2024-11-26 00:00:00.0","기타","126.945533810385","37.5499060881738","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149934&menuNo=200008"
"교육/체험","노원구","[노원문화재단] 어느 날, 내가 꽃사진을 찍고 있더라.. [5060 자유비행]","2024-11-25~2024-12-18","노원문화재단과 지역 문화공간 일대","노원문화재단","노원구에 거주하는 50~60대 남성 20명","","","","","https://www.nowonarts.kr/html/openspace/notice_view.php?bgu=view&bbs_data=aWR4PTgxMzkmc3RhcnRQYWdlPTAmbGlzdE5vPTEwNzEmdGFibGU9Y3NfYmJzX2RhdGEmY29kZT1ub3RpY2Umc2VhcmNoX2l0ZW09JnNlYXJjaF9vcmRlcj0=||","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae0eae6e5e0a4ae2951a4b028f30a769&thumb=Y","2024-11-15","기관","2024-11-25 00:00:00.0","2024-12-18 00:00:00.0","기타","127.080267103033","37.6502368524442","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151050&menuNo=200011"
"교육/체험","종로구","[2024 PLAY-UP 아카데미 모집] 특별과정5. 판소리 마스터 클래스 - 소리꾼 되어보기 (강사 이자람)","2024-11-25~2024-12-06","서울연극센터 (서울시 종로구 대명길 3)","서울문화재단","무대 경험 3년차 이상의 배우들","","","","","https://www.sfac.or.kr/participation/sfac_program.do?pageIndex=&eduMstSeq=34731&eduScheSeq=&mode=VIEW&mstStatus=&eduGubunSel=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f42eceaaedb241aeb8e9ffc7d4b6af4a&thumb=Y","2024-11-26","기관","2024-11-25 00:00:00.0","2024-12-06 00:00:00.0","기타","127.001322132303","37.583389560237","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151294&menuNo=200011"
"전시/미술","성동구","[성동문화재단] FIELD OF ‘0’","2024-11-25~2024-11-30","성수 아뜰리에","성동문화재단","시민 누구나","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1197&page=2&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8bacc23ace61472bba6f3d536a18f492&thumb=Y","2024-11-21","기관","2024-11-25 00:00:00.0","2024-11-30 00:00:00.0","기타","127.055413311106","37.5444620830457","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151186&menuNo=200009"
"전시/미술","노원구","[노원문화재단] 2024 제28회 노원미술협회 정기전","2024-11-25~2024-11-30","노원문화예술회관 4층 노원아트뮤지엄","노원문화재단","전체 관람가","","","","","https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2024%26search_smonth%3D%26search_eyear%3D2024%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=288","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0415de1176dd446b9b3b9fcd1cf7a164&thumb=Y","2024-11-27","기관","2024-11-25 00:00:00.0","2024-11-30 00:00:00.0","기타","127.080267103033","37.6502368524442","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151321&menuNo=200009"
"축제-기타","중구","2024 서울 저탄소 식생활 박람회","2024-11-25~2024-11-26","DDP 아트홀1관 & 컨퍼런스홀","동대문디자인플라자","저탄소 식생활에 관심있는 시민 누구나","","","","","https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=662&boardno=16&bbstopno=662&act=view&subno=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2271915f435f4d1c90d4c3f5477e4130&thumb=Y","2024-11-20","기관","2024-11-25 00:00:00.0","2024-11-26 00:00:00.0","기타","127.0096257245","37.5668131264","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151133&menuNo=200010"
"교육/체험","중구","[DDP] 2024 서울 기후테크 컨퍼런스","2024-11-25~2024-11-26","DDP 아트홀1관 & 컨퍼런스홀","동대문디자인플라자","기후테크 예비 창업자?스타트업 및 투자사, 일반시민 등","","","","","https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=661&boardno=16&bbstopno=661&act=view&subno=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d95a6aba28ff4bd8a50a50dce2f8db8b&thumb=Y","2024-11-25","기관","2024-11-25 00:00:00.0","2024-11-26 00:00:00.0","기타","127.0096257245","37.5668131264","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151275&menuNo=200011"
"클래식","은평구","[서울시립교향악단] 2024 서울시향 우리동네 음악회(실내악)","2024-11-25~2024-11-25","은평문화예술회관","서울시립교향악단","초등학생 이상 관람가","","","","","https://www.seoulphil.or.kr/perf/view?perfNo=6129&calendarDate=2024/11/25&langCd=ko&menuFlag=MFLG0001","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=15163f83bf1b4687b809c9ce15a960f6&thumb=Y","2024-10-20","기관","2024-11-25 00:00:00.0","2024-11-25 00:00:00.0","기타","126.927901672834","37.6036996869964","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150353&menuNo=200008"
"클래식","종로구","[세종문화회관] 라 메르 에 릴(바다와 섬) 제18회 정기연주회","2024-11-25~2024-11-25","세종문화회관 체임버홀","세종문화회관","8세 이상 관람 가능","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35700&menuNo=200320&sdate=2024-11-25&searchWrd=&searchSort=1&searchCnd=1&edate=2024-11-25&searchPackage=&searchPlaceCdStr=&pageIndex=1#none","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=96d6572a1b694abaa5d57e0d94716b45&thumb=Y","2024-11-13","시민","2024-11-25 00:00:00.0","2024-11-25 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150952&menuNo=200008"
"교육/체험","서대문구"," 2024 SAPY 청년예술인 거버넌스 프로젝트 [시나락] 멘토 특강","2024-11-25~2024-11-25","청년예술청 그레이룸","서울문화재단","본 주제에 관심 있는 청년예술인 및 문화예술계 종사자 누구나","","","","","https://www.sfac.or.kr/artspace/artspace/youth_notice.do?cbIdx=1015&bcIdx=136036&type=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4edd9e045cbe4d8eade4f3d87a6ee21e&thumb=Y","2024-11-21","기관","2024-11-25 00:00:00.0","2024-11-25 00:00:00.0","기타","126.962192415514","37.5610226183","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151166&menuNo=200011"
"기타","양천구","[양천문화재단] 양천 문화매거진 [모양모양] 북콘서트: 지역과 삶의 사이","2024-11-25~2024-11-25","양천공원 책쉼터","양천문화재단","누구나","","","","","https://yfac.kr/main/site/ticket/page5.do?proc_type=view&tidx=303&prepage=%2Fmain%2Fsite%2Fticket%2Fpage5.do","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc7add52a1b14cce834276c45bea3652&thumb=Y","2024-11-25","기관","2024-11-25 00:00:00.0","2024-11-25 00:00:00.0","기타","126.868162966876","37.5180124391585","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151269&menuNo=200013"
"교육/체험","양천구","[양천중앙도서관] 월간도서관 Vol.4 음악, 제3장. 문학, 재즈를 만나다","2024-11-25~2024-11-25","양천중앙도서관 B1층 중앙홀","양천문화재단","청소년 및 성인","","","","","https://lib.yangcheon.or.kr/yclib/edusat/view.do?edu_idx=3392&prepage=%2Fyclib%2Fedusat%2Flist.do","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=199be08caf3a4fc19a8a7112cd8c3f80&thumb=Y","2024-11-15","기관","2024-11-25 00:00:00.0","2024-11-25 00:00:00.0","기타","126.833629748577","37.5136519608227","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151026&menuNo=200011"
"국악","종로구","[서울돈화문국악당] 유태평양 [유태평양의 미산제 수궁가 완창]","2024-11-24~2024-11-24","서울돈화문국악당","서울돈화문국악당","전체관람가","전석 50,000원","","","","https://sdtt.or.kr/user/program/2024/11/1618","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a4fb61a3cef489689d25f0ba5cceeeb&thumb=Y","2024-10-10","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","기타","126.9907306641","37.5772502822","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150080&menuNo=200008"
"교육/체험","은평구","[구립증산정보도서관]  우리 가족 융합독서 [책 더하기 마술 : 이야기 마술사로 변신한 가족들]","2024-11-24~2024-11-24","지하 1층 문화강좌실","은평구청","7~8세 어린이 및 부모 ","","","","","https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2106&listname=normal","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d05a9138b6e04d8ebdf0232098c409d4&thumb=Y","2024-11-07","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","기타","126.907671330325","37.5828094398328","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150837&menuNo=200011"
"교육/체험","동대문구","[답십리영화미디어아트센터] 리틀 스토리 크리에이터 - 오디오 카드 만들기","2024-11-24~2024-11-24","답십리영화미디어아트센터 3층 문화예술학교","동대문문화재단","초등 전학년(1~6학년)","10,000원","","","","https://www.dsnfilmart.or.kr/edu/program.php?type=view&programID=1151","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1e90de2acd9844379ecc0679db855ef7&thumb=Y","2024-11-07","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","어린이/청소년 문화행사","127.063764029874","37.5717963732602","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150838&menuNo=200011"
"교육/체험","동대문구","[답십리영화미디어아트센터] 미디어융복합교육 [AR로 만나는 세상 - AR로 만나는 동물캐릭터]","2024-11-24~2024-11-24","답십리영화미디어아트센터","동대문문화재단","초등 전학년(1~6학년) 및 보호자 ","10,000원","","","","https://www.dsnfilmart.or.kr/edu/program.php?type=view&programID=1152","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7df57a70a3e54a90a004bf7b151d9d02&thumb=Y","2024-11-07","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","어린이/청소년 문화행사","127.063764029874","37.5717963732602","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150839&menuNo=200011"
"클래식","강북구","[세종문화회관] 제 27회 Bel di 성악회 정기연주회","2024-11-24~2024-11-24","꿈의숲아트센터 콘서트홀","세종문화회관","5세 이상 관람 가능","전석 20,000원","","","","https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=35746&menuNo=1200007&sdate=2024-11-06&searchWrd=&searchSort=1&searchCnd=1&edate=2024-12-06&searchPackage=&searchPlaceCdStr=P%2C9006%2C9014%2C5001&pageIndex=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f33ecdc52ed24226afeb39aaf5b0f38d&thumb=Y","2024-11-06","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","기타","127.044324732036","37.6202544613023","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150795&menuNo=200008"
"교육/체험","노원구","[서울시립과학관] 과학북토크: 달작한 사이언스(11월) [그림 속 천문학]","2024-11-24~2024-11-24","서울시립과학관 1층 사이언스 홀","서울시립과학관","중학생 이상 및 성인  ","무료 ","","","","https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=901","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c476bf4ae03c4988b4de76d1bfb10894&thumb=Y","2024-10-23","기관","2024-11-24 00:00:00.0","2024-11-24 00:00:00.0","어린이/청소년 문화행사","127.07743706477","37.6419941138165","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150433&menuNo=200011"
"교육/체험","종로구","[서울시립 미술아카이브] 미술아카이브 [인사이드 박스 - 예술가의 그림일기]","2024-11-23~2024-12-15","서울시립 미술아카이브 배움동 2층 모두의 교실","서울시립미술관","4인 이하 가족관람객","","","","","https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1341970","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=628530b1fc14404b9822cbd2a5a377d2&thumb=Y","2024-11-04","기관","2024-11-23 00:00:00.0","2024-12-15 00:00:00.0","기타","126.97190179486","37.6078008399411","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150704&menuNo=200011"
"교육/체험","송파구","[서울백제어린이박물관] 초등 1-3학년 동반 가족 대상 뮤지엄 휴휴프로그램3 [우리 아이 체험활동을 위한 어린이박물관 활용법]","2024-11-23~2024-12-01","서울백제어린이박물관 전시실, 교육실(다목적실)","한성백제박물관","초등 1-3년 어린이 동반 가족","","","","","https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=22336&strsearch=&d_s_que=&cpage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=370983033b8d4466aec83de443694fa1&thumb=Y","2024-11-20","기관","2024-11-23 00:00:00.0","2024-12-01 00:00:00.0","가족 문화행사","127.115517876627","37.5203396980951","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151136&menuNo=200011"
"교육/체험","중랑구","[중랑아트센터] 장애?비장애 통합예술놀이 [그리장 비추장 만들장]","2024-11-23~2024-11-30","중랑아트센터 회의실","중랑아트센터","선착순 15명","","","","","https://www.jnfac.or.kr/art/edu/view/535","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3eb8cb536c7c4fb59a6f2b935595cda6&thumb=Y","2024-11-05","기관","2024-11-23 00:00:00.0","2024-11-30 00:00:00.0","기타","127.091624142481","37.5983328190955","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150769&menuNo=200011"
"뮤지컬/오페라","용산구","북한인권 창작오페라 [냉면]","2024-11-23~2024-11-24","용산아트홀 대극장 미르","기타","누구나","","","","","http://nkhrd.org/bbs/bbs/view.php?bbs_no=6&data_no=823&page_no=1&sub_id=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4d0064637e2f42e3822c958942004e89&thumb=Y","2024-10-02","기관","2024-11-23 00:00:00.0","2024-11-24 00:00:00.0","기타","126.990478820837","37.5324522944579","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149920&menuNo=200008"
"교육/체험","강북구","[강북구청] 북 콘서트 (2024년 독서문화진흥 프로그램)","2024-11-23~2024-11-23","강북문화예술회관 소나무홀","강북구청","강북구민 등 450명","","","","","https://www.gangbuk.go.kr/rsvt/cltur/clturPrgm/view.do?prgmNo=2519&menuNo=800041&searchPrgmGbnCdArry=&pageIndex=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8ae31a2c2fc49c0a9f2dcb9b0504460&thumb=Y","2024-11-21","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.013878144422","37.6409897866256","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151187&menuNo=200011"
"콘서트","서초구","The Jazz Serenity IV (한잔의 여유 시리즈)","2024-11-23~2024-11-23","라율아트홀","기타","미취학 아동 이상 ","전석 50,000원","","","","https://rayularthall.modoo.at/?link=2oo84fwq&messageNo=284&mode=view&query=&queryType=0&myList=0&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90178ea7a8534c789edae30b58eb9e48&thumb=Y","2024-10-22","시민","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.012614908746","37.4824452369632","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150422&menuNo=200008"
"교육/체험","구로구","[서울아트책보고] 예술놀이터: 똑똑!나만의 방문걸이, 보석십자수 뽀글동물 아크릴 키링","2024-11-23~2024-11-23","서울아트책보고 워크숍룸","서울아트책보고","7-9세","5,000원","","","","https://www.artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=18766","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5cf62b8d97404c438b7b43788804dbf4&thumb=Y","2024-11-13","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.867088741096","37.4982125677913","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150969&menuNo=200011"
"클래식","구로구","구로구립여성합창단 제8회 정기연주회 - 구로, 열정을 노래하다(Passion of Guro)","2024-11-23~2024-11-23","구로아트밸리 예술극장","구로문화재단","만 5세 이상","","","","","https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3808&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6db29cd286f043c294faed2909bc25a6&thumb=Y","2024-11-01","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.890315032666","37.4966251468796","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150664&menuNo=200008"
"교육/체험","마포구","[마포중앙도서관] 그림책 읽는 아이 - 김성라 작가와의 만남 『귤 사람』","2024-11-23~2024-11-23","어린이자료실내 꿈나래방","마포구청","초등학교 5~6학년","","","","","https://mplib.mapo.go.kr/mcl/MENU1069/PGM3021/lectureDetail.do?currentPageNo=1&lectureId=LEC0012250","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8e12ad4f3fa433495ffd76ca62414b1&thumb=Y","2024-11-14","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.908201874198","37.5637954434775","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150989&menuNo=200011"
"교육/체험","성동구","[성동구립도서관] 문화가 있는날 특강: 크리스마스 리스 만들기 ","2024-11-23~2024-11-23","성동구립도서관 지하1층 메이커스페이스","성동문화재단","성인","","","","","https://www.sdlib.or.kr/SD/edusat/view.do?edu_idx=1796&prepage=%2FSD%2Fedusat%2Flist.do","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=93d80e281f984f2e957b248b3fe31786&thumb=Y","2024-11-14","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.034960654281","37.5591798757923","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151002&menuNo=200011"
"축제-문화/예술","종로구","[세종문화회관] 2024 코리아 반도네온 페스티벌","2024-11-23~2024-11-23","세종체임버홀","세종문화회관","7세 이상","전석 40,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35734&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1aabace2605c45bb8fdf6e3c2d216111&thumb=Y","2024-10-28","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150546&menuNo=200010"
"클래식","서초구","[서초문화재단] 서리풀 영재 음악회 Trumpet & Violin","2024-11-23~2024-11-23","심산기념문화센터 반포심산아트홀","서초문화재단","초등학생 이상","","","","","https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=766","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=455c13c4cb894fad8670e31085ad6d0f&thumb=Y","2024-11-07","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.9912424758","37.4988344628","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150836&menuNo=200008"
"클래식","강북구","[강북문화재단] 2024 강북구립여성합창단 정기연주회","2024-11-23~2024-11-23","강북문화예술회관 강북진달래홀","강북문화재단","전체 관람가","","","","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=278","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=34b749da50b540768f734ebfd15b859f&thumb=Y","2024-11-20","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.013878144422","37.6409897866256","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151139&menuNo=200008"
"영화","동작구","[동작문화재단] [2024 문화예술교육사 현장 역량강화 사업] 문화예술교육 프로그램 [비영화인] 2기 영화 상영회","2024-11-23~2024-11-23","사육신역사관(노량진로 191)","동작문화재단","누구나","","","","","https://www.idfac.or.kr/bbs/board.php?bo_table=notice&wr_id=317","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79b4a6a7d31542b3a793598207f1018e&thumb=Y","2024-11-18","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.949411135441","37.5134579901091","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151078&menuNo=200013"
"교육/체험","용산구","[서울문화재단] 십장생 : 안녕의 풍경 [음악에 밑줄 긋는 시간: 책에 스며든 클래식 음악 읽고 듣기]","2024-11-23~2024-11-23","서울문화예술교육센터 용산 업무동 1층","서울문화재단","일반 성인","","","","","https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=34557","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a489446cb2ce4eb683680ba1fde2523b&thumb=Y","2024-10-30","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.966566172294","37.5269056148241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150588&menuNo=200011"
"축제-문화/예술","강동구","[강동문화재단] 강동, 문화로 더하고 나누기","2024-11-23~2024-11-23","강동아트센터 소극장 드림","강동문화재단","초등학생이상 관람","","","","","https://www.gdfac.or.kr/academy/course/culture/4410","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=63a3a3ac628942bb9c59a2412798bc10&thumb=Y","2024-11-18","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.157342546961","37.5512204558342","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151087&menuNo=200010"
"뮤지컬/오페라","영등포구","[영등포문화재단] 기획공연(열린극장) [꿈의 아리아]","2024-11-23~2024-11-23","영등포아트홀","영등포문화재단","초등학생(2017년생) 이상","전석 15,000원","","","","https://www.ydpcf.or.kr/artexhibit/view.do?id=423","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=624935aed43f4db484a0ef85fc589f27&thumb=Y","2024-11-05","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.900109255921","37.5260087284496","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150771&menuNo=200008"
"국악","노원구","[노원문화재단] 2024 노원구립민속예술단 제11회 정기연주회","2024-11-23~2024-11-23","노원문화예술회관 대공연장","노원문화재단","전체 관람가","","","","","https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=408","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4231285254d94d12b45d877b8ac60caa&thumb=Y","2024-11-15","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.080267103033","37.6502368524442","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151039&menuNo=200008"
"교육/체험","도봉구","[민주화운동사 강연 및 도슨트역량강화교육] 청년들, 탄압에 맞서다","2024-11-23~2024-11-23","김근태기념도서관 2층 공간, 마루","도봉구청","누구나","","","","","https://www.unilib.dobong.kr/edusat/view.do?edu_idx=5025&prepage=%2Fedusat%2Flist.do%3Fsh_ct_idx%3D83","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20241a7e99e840e39ba975d2940116e1&thumb=Y","2024-11-05","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","127.044019937677","37.6876674374375","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150785&menuNo=200011"
"무용","은평구","[은평문화재단] 명가월륜 : 불멸의 춤, 원왕생무","2024-11-23~2024-11-23","은평문화예술회관 공연장","은평문화재단","초등학생이상 관람가능","전석 10,000원","","","","https://www.efac.or.kr//sub01/sub01.php?type=view&uid=4378","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a78358933fea4bb185b59d572c8bdd48&thumb=Y","2024-11-04","기관","2024-11-23 00:00:00.0","2024-11-23 00:00:00.0","기타","126.927901672834","37.6036996869964","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150703&menuNo=200008"
"전시/미술","관악구","[서울시립 남서울미술관] 건축의 장면","2024-11-22~2025-06-01","서울시립 남서울미술관 2층 전시실","서울시립미술관","시민 누구나","","","","","https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1348834","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=759587ba35534a17997573bf173ba998&thumb=Y","2024-11-21","기관","2024-11-22 00:00:00.0","2025-06-01 00:00:00.0","기타","126.979465861688","37.4760535374985","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151153&menuNo=200009"
"전시/미술","종로구","[서울역사박물관] 2036 서울, 두 번째 올림픽","2024-11-22~2025-03-09","서울역사박물관 광장 및 로비","서울역사박물관","누구나","","","","","https://museum.seoul.go.kr/www/board/NR_boardView.do?sortName=&searchVal=&bbsCd=1004&endDt=&searchKey=TITLE___1002&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&currentPage=&seq=20241121131211937&ctgCd=&showSummaryYn=N","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9fbfa9c96ca446ef8c19d507ba4806d0&thumb=Y","2024-11-28","기관","2024-11-22 00:00:00.0","2025-03-09 00:00:00.0","기타","126.97052372473162","37.570507525011855","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151342&menuNo=200009"
"전시/미술","종로구","마리아 스바르보바 : 어제의 미래","2024-11-22~2025-03-09","그라운드서울 스페이스","기타","누구나","성인 2만원, 청소년&어린이 1만5천원","","","","https://tickets.interpark.com/goods/24017008","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5384271b7344b4d90db562aca5dbf28&thumb=Y","2024-11-20","기관","2024-11-22 00:00:00.0","2025-03-09 00:00:00.0","기타","126.983629274037","37.5734288434203","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151144&menuNo=200009"
