"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"축제-문화/예술","용산구","[노들섬] 노들원터페스타 [산타의 노들공장]","2024-11-22~2025-01-09","노들라운지","노들섬","누구나","","","","","https://nodeul.org/program/%eb%85%b8%eb%93%a4%ec%9b%90%ed%84%b0%ed%8e%98%ec%8a%a4%ed%83%80%e3%80%88%ec%82%b0%ed%83%80%ec%9d%98-%eb%85%b8%eb%93%a4%ea%b3%b5%ec%9e%a5%e3%80%89/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9e7d337c681a4d6681b4494e14412919&thumb=Y","2024-11-20","기관","2024-11-22 00:00:00.0","2025-01-09 00:00:00.0","기타","126.958036465507","37.5176638307111","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151137&menuNo=200010"
"전시/미술","종로구","[공근혜갤러리] 그린란드 - 티나 이코넨","2024-11-22~2024-12-21","공근혜갤러리","기타","남녀노소 누구나","5,000 원","","","","https://konggallery.com/EXHIBITIONS_CURRENT","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=01a6011b79d54240b4401c78a7c89e39&thumb=Y","2024-11-19","시민","2024-11-22 00:00:00.0","2024-12-21 00:00:00.0","기타","126.979674787414","37.5840295953174","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151092&menuNo=200009"
"전시/미술","강남구","김도플 개인전 [Highway Tactics]","2024-11-22~2024-12-08","아르떼케이 2층","기타","누구나","","","","","https://www.arte-k.co.kr/exhbitions/%EA%B9%80%EB%8F%84%ED%94%8C-%EA%B0%9C%EC%9D%B8%EC%A0%84-%3Chighway-tactics%3E","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebc8911e94e24cffba5f58dcd193ab7e&thumb=Y","2024-11-19","시민","2024-11-22 00:00:00.0","2024-12-08 00:00:00.0","기타","127.03562200241","37.5274024182689","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151115&menuNo=200009"
"연극","종로구","[종로문화재단] 어린이판타지극 [젬마와 판타지]","2024-11-22~2024-12-01","종로 아이들극장","종로문화재단","36개월 이상","30,000원","","","","https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=313&pgCatCode=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9189e1e860445dab066d52db18305b2&thumb=Y","2024-11-13","기관","2024-11-22 00:00:00.0","2024-12-01 00:00:00.0","어린이/청소년 문화행사","126.99830160838778","37.59029701704756","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150970&menuNo=200008"
"무용","광진구","[광진문화재단] 홀로홀로 보라보라","2024-11-22~2024-11-24","광진어린이공연장","광진문화재단","어린이 및 누구나","15,000원","","","","https://www.naruart.or.kr/exhibition/program_view.php?page=1&sch_tab=date&sch_year=2024&sch_month=11&idx=10105","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3050dc1bc9d64b3c932a8082ff3ae828&thumb=Y","2024-11-07","기관","2024-11-22 00:00:00.0","2024-11-24 00:00:00.0","어린이/청소년 문화행사","127.08445683899","37.5650580830652","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150835&menuNo=200008"
"교육/체험","중구","[서울시립미술관] 2024 SeMA 도슨트 역량강화 교육","2024-11-22~2024-11-22","서소문본관 B1 세마홀","서울시립미술관","성인","","","","","https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1351323","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=700640ad8a214208abb69e6cc7e45ce3&thumb=Y","2024-11-19","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.973699316136","37.5641060692766","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151104&menuNo=200011"
"교육/체험","중구","[서울도서관] 서울 문화의 밤(11월) 행사 - 당신의 인생에 클래식을 선물합니다 [1강]","2024-11-22~2024-11-22","서울도서관 1층 생각마루","서울도서관","서울도서관 회원","","","","","https://lib.seoul.go.kr/lecture/applyDetail/5681","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7ca99bcfa6544d4aec42195ea7a4f84&thumb=Y","2024-11-13","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.977829174031","37.5663174209601","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150959&menuNo=200011"
"클래식","성동구","[성동문화재단] 제13회 성동구립 꿈의 오케스트라 정기연주회","2024-11-22~2024-11-22","소월아트홀","성동문화재단","전 연령 관람가능","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1177&page=2&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1ce66efda3bb4afe82be69d6fd75dac0&thumb=Y","2024-10-21","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","가족 문화행사","127.036006376334","37.5593072327953","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150360&menuNo=200008"
"뮤지컬/오페라","동작구","[동작문화원] 마음을 움직이는 요리사","2024-11-22~2024-11-22","동작문화복지센터 대강당(4층)","동작문화원","누구나","","","","","http://www.dongjaktv.net/board/board_view.aspx?g=10000001&aid=307","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=527901d092c44d3da5c336be3f779427&thumb=Y","2024-11-14","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.941088352368","37.5044455276","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151011&menuNo=200008"
"교육/체험","용산구","[서울문화재단] [마음퇴근] 쉼을 읽는 저녁_친구이야기","2024-11-22~2024-11-22","서울문화예술교육센터 용산 1층","서울문화재단","일반 성인","","","","","https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=34345","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f81aecb85ffa4e2eabae9c61dd5f5d73&thumb=Y","2024-10-18","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.966566172294","37.5269056148241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150345&menuNo=200011"
"클래식","서초구","이근화 바이올린 독주회","2024-11-22~2024-11-22","예술의전당 리사이틀홀","기타","초등학생 이상","전석 30,000원 ","","","","https://www.sac.or.kr/site/main/show/show_view?SN=66622","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=113a2a8c154e4ab5a0ba38e41d49864a&thumb=Y","2024-11-08","시민","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","127.014215239186","37.4802401962069","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150877&menuNo=200008"
"교육/체험","송파구","[서울책보고] 문학낭독공연 - 11월의 책 『엄마를 부탁해』","2024-11-22~2024-11-22","서울책보고","서울책보고","선착순 (50명)","","","","","https://www.seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&Year=2024&Month=11&act=View&D_IDX=4863&ViewType=List","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2fc7e996eccf4120a9adf0e6d2985678&thumb=Y","2024-10-30","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","127.1038467712633","37.52202784263066","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150599&menuNo=200011"
"연극","종로구","2024년 야간 공연 관람권_[나는 XXX를 사랑한다]","2024-11-22~2024-11-22","연우소극장","기타","만 14세 이상","야간 공연 관람권 10,000원","","","","https://www.daehakroticket.com/ticket.do?command=perform_view&contents_code=20240929009","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7914f0d38d4643dcafe207e004f1f847&thumb=Y","2024-10-30","시민","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","127.001764324278","37.5869860485923","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150605&menuNo=200008"
"연극","종로구","2024년 야간 공연 관람권_[한 입, 한 소절]","2024-11-22~2024-11-22","서울돈화문국악당","기타","전체관람가","야간 공연 관람권 10,000원","","","","https://www.daehakroticket.com/ticket.do?command=perform_view&contents_code=20240929010","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e82023cdf0cc4354848bba36dbbd8c43&thumb=Y","2024-10-30","시민","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.9907306641","37.5772502822","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150606&menuNo=200008"
"콘서트","강동구","[강동문화재단] Dear Next Generation, standing egg","2024-11-22~2024-11-22","대극장 한강","강동문화재단","14세 이상","R석 66,000원 / S석 44,000원","","","","https://www.gdfac.or.kr/product/ko/performance/258153","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b47327253a424104ac7f32732aaa11b9&thumb=Y","2024-10-16","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","127.157342546961","37.5512204558342","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150271&menuNo=200008"
"교육/체험","종로구","[서울공예박물관] Open Studio : 콕콕 양모공예(11월 22일)","2024-11-22~2024-11-22","서울공예박물관 전시3동","서울공예박물관","공예에 관심 있는 모든 성인","","","","","https://craftmuseum.seoul.go.kr/progrm/view/299","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=66fcb94b4a0844cab69f24be70c36466&thumb=Y","2024-11-18","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.983533363501","37.5766481740232","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151071&menuNo=200011"
"콘서트","종로구","[세종문화회관] 2024 서울시 음악영재 콘서트","2024-11-22~2024-11-22","세종체임버홀","세종문화회관","5세 이상 (2019년 이전 출생자)","전석 초대","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35793&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e14ae59700fe49e6bd6fab5498042737&thumb=Y","2024-11-18","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151073&menuNo=200008"
"콘서트","강북구","[세종문화회관] 국민대학교 합창단 코러스","2024-11-22~2024-11-22","꿈의숲아트센터 콘서트홀","세종문화회관","1세 이상 관람 가능","","","","","https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=35722&menuNo=1200007&sdate=2024-11-05&searchWrd=&searchSort=1&searchCnd=1&edate=2024-12-05&searchPackage=&searchPlaceCdStr=P%2C9006%2C9014%2C5001&pageIndex=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=22233e252e014f0cab3b58748303ff1b&thumb=Y","2024-11-05","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","127.044324732036","37.6202544613023","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150760&menuNo=200008"
"콘서트","동작구","[동작문화재단] 2024 상도어울마당 아트홀 개관 1주년 기념공연 [하우스콘서트]","2024-11-22~2024-11-22","상도어울마당 아트홀","동작문화재단","사전신청자","","","","","https://www.idfac.or.kr/bbs/board.php?bo_table=gallery_info&wr_id=187","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2e3e45ca47c486f87e92ca11830c28e&thumb=Y","2024-11-04","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.940372169449","37.4992554654409","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150745&menuNo=200008"
"콘서트","서대문구","[서대문구청] 2024 서대문 청소년 행복콘서트","2024-11-22~2024-11-22","서대문문화체육회관 대극장(본관3층)","서대문구청","관내 청소년 및 학부모 등 구민 500명","","","","","https://www.sdm.go.kr/news/news/notice.do?mode=view&sdmBoardSeq=297284","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c0d9492bf54465a9d715deb6d7730ce&thumb=Y","2024-11-21","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.931557440644","37.5807597279754","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151189&menuNo=200008"
"국악","구로구","[구로문화재단] 새판소리 [마당을 나온 암탉]","2024-11-22~2024-11-22","오류아트홀","구로문화재단","초등학생 이상관람","전석 10,000원","","","","https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3800&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=560761531bc64e5b9d01dfc43ceb588d&thumb=Y","2024-10-31","기관","2024-11-22 00:00:00.0","2024-11-22 00:00:00.0","기타","126.846035797544","37.4953581177106","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150644&menuNo=200008"
"전시/미술","마포구","[마포구립서강도서관] 11-12월/어린이갤러리 [이상교 글, 김성희 그림 『나가서 놀래』 원화전시]","2024-11-21~2024-12-30","마포구립서강도서관 4층 어린이자료실","마포구청","누구나","","","","","https://mplib.mapo.go.kr/sglib/PGM3028/eventDetail.do?eventSn=9669","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d3a2864390034de7acf4b9328c9462e7&thumb=Y","2024-11-21","기관","2024-11-21 00:00:00.0","2024-12-30 00:00:00.0","기타","126.932061794829","37.5477347268018","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151165&menuNo=200009"
"교육/체험","종로구","[세종예술아카데미] 퇴근길 미술 한잔 : 냉정과 열정사이","2024-11-21~2024-12-19","서클홀","세종문화회관","누구나","150,000원","","","","https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103242190000059&menuNo=200560&searchYear=2024&listType=1&pageIndex=2","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=888f8996e4be404193206ca08ffa248e&thumb=Y","2024-08-14","기관","2024-11-21 00:00:00.0","2024-12-19 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148930&menuNo=200011"
"전시/미술","동작구","[동작문화재단] 2024 사육신역사관 기획전 [동작, 시선]","2024-11-21~2024-12-06","사육신역사관 1층 로비","동작문화재단","전체 관람가","","","","","https://www.idfac.or.kr/bbs/board.php?bo_table=gallery_info&wr_id=190","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=95dc7c5f7ea7457280f6eb5d3ee82d14&thumb=Y","2024-11-22","기관","2024-11-21 00:00:00.0","2024-12-06 00:00:00.0","기타","126.949411135441","37.5134579901091","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151209&menuNo=200009"
"교육/체험","종로구","[종로문화재단] 2024 청운문학도서관 완독클럽 [가을의 시]","2024-11-21~2024-12-05","청운문학도서관 세미나실","종로문화재단","누구나","","","","","https://www.jfac.or.kr/site/main/program/educ_always_list_view?pgIdx=2331","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41758212593c49c6a20032c2157afe76&thumb=Y","2024-11-10","기관","2024-11-21 00:00:00.0","2024-12-05 00:00:00.0","기타","126.965918905","37.5903786043","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150892&menuNo=200011"
"교육/체험","종로구","[서울우리소리박물관] 2024 하반기 우리소리 노래교실 [내 인생이 유행가]","2024-11-21~2024-11-29","종로구보건소 웰니스센터","서울우리소리박물관","종로구 관내 65세 이상 어르신","","","","","https://museum.seoul.go.kr/sekm/front/edu/programView.do?_csrf=5ded9c73-3a3c-41dc-a5ff-8898945cc600&currentPage=1&search_query=&e_id=94&locale=KO&typ=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=716bbb96d32d48efab776c9e6599cb53&thumb=Y","2024-11-11","기관","2024-11-21 00:00:00.0","2024-11-29 00:00:00.0","어르신 문화행사","126.988974406919","37.5778411834621","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150915&menuNo=200011"
"교육/체험","성북구","[성북문화재단] 성북정보도서관 양육자 특강 및 워크숍 [엄마표 우리아이 언어발달 놀이]","2024-11-21~2024-11-28","성북정보도서관 2층 세미나실","성북문화재단","상세내용 참조","","","","","https://www.sblib.seoul.kr/library/menu/10038/bbs/20001/bbsArticleDetail.do?currentPageNo=2&bbsArticleIdx=247087","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91907bd79d1342379f08abf1debe6def&thumb=Y","2024-11-15","기관","2024-11-21 00:00:00.0","2024-11-28 00:00:00.0","기타","127.050742186833","37.6050029110292","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151047&menuNo=200011"
